City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,xuddur,4.1213,43.8894,21.82,75,64,9.08,SO,1721775185
294,ashkasham,36.6833,71.5333,13.12,58,0,1.57,AF,1721775186
295,dogondoutchi,13.6393,4.0287,30.6,59,84,4.83,NE,1721775188
296,angul,20.85,85.1,25.91,85,100,4.14,IN,1721775189
297,emod,47.9333,20.8167,21.95,83,98,3.19,HU,1721775190
298,rio preto da eva,-2.6994,-59.6997,27.17,54,70,1.4,BR,1721775192
299,campbellton,48.0075,-66.6727,21.25,69,100,0.8,CA,1721775193
300,makokou,0.5738,12.8642,22.17,85,64,1.32,GA,1721775194
301,omutinskiy,56.4745,67.6709,12.38,94,100,5.68,RU,1721775195
302,egilsstadir,65.2653,-14.3948,12.95,67,0,2.06,IS,1721775196
303,malango,-2.9627,119.9001,19.43,98,100,0.35,ID,1721775198
304,kargasok,59.0556,80.8572,13.02,84,95,3.26,RU,1721775199
305,calama,-22.4667,-68.9333,19.27,16,0,7.72,CL,1721774659
306,holdenville,35.0804,-96.3992,32.28,41,61,2.51,US,1721775201
307,novyy urengoy,66.0833,76.6333,8.37,68,17,5.33,RU,1721775202
308,otjiwarongo,-20.4637,16.6477,12.7,17,1,3.11,NA,1721775203
309,lerwick,60.1545,-1.1494,12.0,87,2,1.91,GB,1721775204
310,molochnoye,59.2917,39.6787,14.09,68,38,2.07,RU,1721775205
311,aasiaat,68.7098,-52.8699,3.78,94,51,3.16,GL,1721775206
312,klyetsk,53.0635,26.6321,19.35,70,70,1.79,BY,1721775207
313,santiago de cuba,20.0247,-75.8219,27.06,83,75,3.6,CU,1721775209
314,korsakov,46.6328,142.7813,20.91,83,56,2.2,RU,1721775210
315,winslow,35.0242,-110.6974,37.1,12,0,2.57,US,1721775211
316,mili,6.0815,171.735,28.36,75,30,3.76,MH,1721775212
317,labrador city,52.9463,-66.9114,17.88,46,40,5.66,CA,1721775213
318,kuqa,41.7278,82.9364,27.51,28,50,1.95,CN,1721775214
319,kendari,-3.945,122.4989,23.39,91,68,0.86,ID,1721775215
320,tonning,54.3167,8.95,17.11,88,0,5.2,DE,1721775216
321,kalabo,-14.97,22.6814,14.37,22,0,2.16,ZM,1721775218
322,puerto leguizamo,-0.1934,-74.7819,22.95,94,66,0.81,CO,1721775219
323,lautoka,-17.6167,177.4667,28.92,54,75,4.63,FJ,1721775220
324,nema,57.5067,50.5011,11.02,81,59,3.06,RU,1721775221
325,ancud,-41.8697,-73.8203,9.66,87,85,6.57,CL,1721775222
326,port isabel,26.0734,-97.2086,29.45,80,22,3.13,US,1721775223
327,puerto baquerizo moreno,-0.9,-89.6,22.55,78,75,6.69,EC,1721775224
328,tual,-5.6667,132.75,25.22,87,98,7.98,ID,1721775225
329,sovetskiy,61.3614,63.5842,11.74,83,100,3.68,RU,1721775226
330,shindand,33.3029,62.1474,27.56,23,0,6.05,AF,1721775227
331,rongelap,11.1635,166.8941,28.16,73,26,6.83,MH,1721775229
332,brokopondo,4.75,-55.1667,28.61,69,9,3.11,SR,1721775230
333,shagonar,51.5333,92.8,15.98,72,100,0.43,RU,1721775231
334,moraleja,40.0162,-6.6977,31.47,24,0,1.57,ES,1721775232
335,annau,37.8876,58.516,30.72,40,0,4.12,TM,1721775233
336,soavinandriana,-19.1667,46.7333,9.98,88,6,3.18,MG,1721775234
337,tezpur,26.6333,92.8,25.5,96,100,2.59,IN,1721775235
338,san luis de la loma,17.2706,-100.8939,30.53,70,84,2.85,MX,1721775236
339,pauini,-7.7136,-66.9764,27.54,43,10,0.54,BR,1721775237
340,rawson,-43.3002,-65.1023,16.28,41,63,5.38,AR,1721775238
341,al mindak,20.1588,41.2834,26.78,52,83,1.84,SA,1721775240
342,howrah,22.5892,88.3103,28.0,94,75,2.06,IN,1721775241
343,juybar,36.6412,52.9124,24.41,76,20,1.51,IR,1721775242
344,kuantan,3.8077,103.326,26.06,94,20,1.54,MY,1721775243
345,eirunepe,-6.6603,-69.8736,28.2,47,30,0.51,BR,1721775244
346,xapuri,-10.6517,-68.5044,28.49,39,19,0.81,BR,1721775245
347,gros islet,14.0667,-60.95,29.9,79,40,5.14,LC,1721775246
348,ararat,39.8317,44.7049,24.19,44,0,3.83,AM,1721775247
349,al mayadin,35.0209,40.4535,32.97,36,0,7.53,SY,1721775250
350,aykhal,66.0,111.5,11.22,56,100,6.26,RU,1721775251
351,mhamid,29.82,-5.72,38.08,15,27,10.24,MA,1721775252
352,tazacorte,28.629,-17.9293,23.97,68,0,7.2,ES,1721775253
353,phon charoen,18.0333,103.1667,26.71,92,100,5.29,TH,1721775254
354,akureyri,65.6835,-18.0878,12.96,71,75,6.17,IS,1721775255
355,chaoyang,41.5703,120.4586,25.24,73,7,1.67,CN,1721775258
356,daloa,6.8774,-6.4502,22.7,92,97,2.32,CI,1721775260
357,asosa,10.0667,34.5333,14.97,93,97,1.27,ET,1721775261
358,sorong,-0.8833,131.25,25.14,91,100,5.21,ID,1721775262
359,mahajanga,-15.7167,46.3167,21.01,88,20,1.54,MG,1721775263
360,rio grande,-32.035,-52.0986,16.06,89,88,3.73,BR,1721775017
361,hubbard,41.1564,-80.5692,28.53,57,75,2.57,US,1721775265
362,nova olimpia,-14.7972,-57.2881,24.92,30,1,0.93,BR,1721775266
363,buulobarde,3.8538,45.5674,23.45,82,89,7.81,SO,1721775267
364,hami,42.8,93.45,24.7,35,0,5.12,CN,1721775268
365,ar raqqah,35.95,39.0167,29.22,58,0,10.79,SY,1721775269
366,beniganj,27.2833,80.45,30.07,71,96,2.79,IN,1721775271
367,luanda,-8.8368,13.2343,21.0,88,1,3.6,AO,1721775272
368,chonchi,-42.6128,-73.8092,8.4,87,96,1.99,CL,1721775273
369,geraldton,-28.7667,114.6,7.23,93,5,4.12,AU,1721775274
370,da lat,11.9465,108.4419,17.2,96,100,4.42,VN,1721775275
371,port moresby,-9.4431,147.1797,26.09,77,90,3.26,PG,1721775276
372,springbok,-29.6643,17.8865,6.0,65,6,1.3,ZA,1721775277
373,balqash,46.8481,74.995,25.17,46,100,4.11,KZ,1721775278
374,san lorenzo de esmeraldas,1.2883,-78.8369,25.32,84,97,3.45,EC,1721775279
375,saint-philippe,-21.3585,55.7679,19.77,77,38,3.11,RE,1721775280
376,sikonge,-5.6333,32.7667,17.89,29,1,2.37,TZ,1721775282
377,tsiombe,-25.3,45.4833,18.98,75,0,4.46,MG,1721775283
378,sydney mines,46.2367,-60.2177,21.28,86,100,1.34,CA,1721775284
379,pointe michel,15.25,-61.3833,28.16,79,17,6.36,DM,1721775285
380,dunedin,-45.8742,170.5036,10.6,59,96,1.77,NZ,1721775286
381,north battleford,52.7834,-108.2847,23.05,78,100,9.77,CA,1721775287
382,colonia,50.9333,6.95,18.13,83,75,4.63,DE,1721775001
383,pangody,65.85,74.4859,9.07,67,95,4.62,RU,1721775290
384,new plymouth,-39.0667,174.0833,14.34,100,58,1.29,NZ,1721775292
385,seosan,36.7817,126.4522,24.81,96,100,3.49,KR,1721775293
386,changzhou,31.7833,119.9667,28.54,79,54,4.53,CN,1721775294
387,kerikeri,-35.2268,173.9474,13.84,90,84,3.13,NZ,1721775295
388,garden city,42.3256,-83.331,29.47,56,40,4.63,US,1721775296
389,newnham,-41.3833,147.1333,12.4,76,61,8.75,AU,1721775297
390,san antonio de pale,-1.4014,5.6325,22.94,85,59,4.01,GQ,1721775298
391,kapuskasing,49.4169,-82.4331,19.05,52,100,4.12,CA,1721775299
392,timimoun,29.2639,0.231,38.21,9,0,5.14,DZ,1721775182
393,long beach,33.767,-118.1892,35.18,60,0,7.2,US,1721775030
394,lauro de freitas,-12.8944,-38.3272,25.01,73,40,3.6,BR,1721775303
395,luocheng,29.3848,104.0286,24.21,99,100,2.32,CN,1721775304
396,malanje,-9.5402,16.341,20.49,17,2,1.27,AO,1721775305
397,enewetak,11.3474,162.3373,28.44,77,21,6.01,MH,1721775306
398,page,36.9147,-111.4558,36.17,22,0,5.81,US,1721775307
399,antofagasta,-23.65,-70.4,14.6,81,9,2.95,CL,1721775012
400,quiberon,47.4841,-3.1196,16.78,77,26,5.38,FR,1721775309
401,kidal,18.4411,1.4078,32.5,43,60,4.66,ML,1721775310
402,pratapgarh,24.0333,74.7833,24.24,97,100,6.03,IN,1721775312
403,altay,47.8667,88.1167,17.15,47,4,2.63,CN,1721775313
404,esquel,-42.9,-71.3167,4.93,92,3,3.79,AR,1721775314
405,shalkar,47.8288,59.6258,25.13,43,41,4.49,KZ,1721775315
406,fortuna,40.5982,-124.1573,21.07,69,0,6.69,US,1721775316
407,port augusta,-32.5,137.7667,13.84,47,100,9.6,AU,1721775317
408,tubarjal,30.4999,38.216,27.94,37,0,7.28,SA,1721775318
409,ciudad acuna,29.3232,-100.9522,28.32,69,0,5.14,MX,1721775319
410,lazaro cardenas,17.9583,-102.2,30.64,66,92,2.85,MX,1721775321
411,aral,40.5156,81.2636,25.97,43,32,8.54,CN,1721775322
412,mejit,10.2753,170.8646,28.33,72,83,5.02,MH,1721775323
413,hirara,24.8,125.2833,27.92,94,100,14.92,JP,1721775324
414,masterton,-40.9597,175.6575,12.28,60,44,4.76,NZ,1721775325
415,minas de marcona,-15.2119,-75.1103,11.31,84,11,6.2,PE,1721775326
416,sidney,-33.8679,151.2073,10.77,82,0,2.57,AU,1721775028
417,filadelfia,39.9523,-75.1638,30.03,64,75,3.09,US,1721775328
418,nieuw amsterdam,5.8833,-55.0833,30.09,66,20,1.03,SR,1721775329
419,sao tome,0.3365,6.7273,25.02,78,20,7.2,ST,1721775330
420,hopelchen,19.7667,-89.85,36.63,31,22,2.6,MX,1721775332
421,pisco,-13.7,-76.2167,19.03,72,0,6.69,PE,1721775333
422,oltinko'l,40.8011,72.1634,27.12,30,53,1.84,UZ,1721775334
423,susuman,62.7833,148.1667,19.34,74,100,1.9,RU,1721775335
424,palu,-0.8917,119.8707,25.24,91,100,0.92,ID,1721775336
425,merizo village,13.2658,144.6691,29.99,93,100,4.85,GU,1721775337
426,saint-jean-de-monts,46.7833,-2.0667,17.21,87,9,3.01,FR,1721775338
427,tarfaya,27.9358,-12.9218,20.42,95,3,8.79,MA,1721775339
428,kurchum,48.5722,83.6542,18.96,64,99,1.87,KZ,1721775340
429,san rafael del sur,11.8485,-86.4384,31.54,71,65,4.29,NI,1721775341
430,great falls,47.5002,-111.3008,39.25,16,0,7.2,US,1721775343
431,san fernando,15.0286,120.6898,24.85,92,100,6.84,PH,1721775344
432,utrik,11.2278,169.8474,27.9,75,26,6.25,MH,1721775345
433,nizhnesortymskiy,62.4397,71.7603,9.98,65,11,4.1,RU,1721775346
434,ambovombe,-25.1667,46.0833,19.01,78,18,5.86,MG,1721775347
435,ixtapa,20.7,-105.2,29.57,77,98,1.08,MX,1721775348
436,mamers,48.3333,0.25,17.48,91,96,1.34,FR,1721775349
437,cabedelo,-6.9811,-34.8339,24.37,77,17,6.57,BR,1721775350
438,berdigestyakh,62.0989,126.6992,18.27,46,100,1.95,RU,1721775351
439,portland,45.5234,-122.6762,28.71,43,0,3.09,US,1721775052
440,obo,5.3998,26.4869,18.91,97,73,0.57,CF,1721775354
441,udachny,66.4167,112.4,11.88,52,95,5.78,RU,1721775355
442,franklin,39.9667,-83.0166,29.86,59,75,4.63,US,1721774908
443,butembo,0.15,29.2833,14.34,94,87,1.07,CD,1721775357
444,swan hill,-35.3378,143.5544,10.42,56,100,4.98,AU,1721775358
445,turpan,42.9333,89.1667,32.92,19,0,2.82,CN,1721775359
446,riberalta,-10.9833,-66.1,33.11,38,0,2.06,BO,1721775360
447,spartanburg,34.9496,-81.9321,29.08,49,76,4.35,US,1721775361
448,prince rupert,54.3161,-130.3201,15.05,84,100,6.17,CA,1721775362
449,corowa,-36.0333,146.3833,7.45,94,100,3.86,AU,1721775364
450,lompoc,34.6391,-120.4579,28.66,60,0,6.17,US,1721775365
451,undurkhaan,47.3194,110.6556,16.58,93,100,1.66,MN,1721775366
452,urucui,-7.2294,-44.5561,26.58,37,0,2.23,BR,1721775368
453,meadow lakes,61.6247,-149.6011,17.26,89,100,1.54,US,1721775369
454,paranhos,-23.8928,-55.4311,19.66,47,39,2.54,BR,1721775370
455,sao joao da barra,-21.6403,-41.0511,20.05,80,0,4.39,BR,1721775372
456,jiazi,22.8779,116.067,28.74,84,67,4.79,CN,1721775374
457,wellington,-41.2866,174.7756,10.81,77,7,1.54,NZ,1721775375
458,kavieng,-2.5744,150.7967,28.18,77,99,5.94,PG,1721775376
459,plymouth,41.8334,-70.8328,23.98,82,75,3.09,US,1721775227
460,la palma,33.8464,-118.0467,36.99,47,20,4.12,US,1721775378
461,roosevelt,33.9668,-103.4505,30.12,28,40,6.45,US,1721775379
462,wyndham vale,-37.8869,144.6241,11.68,66,100,7.38,AU,1721775380
463,el calafate,-50.3408,-72.2768,3.42,73,24,9.19,AR,1721775363
464,antonio enes,-16.2325,39.9086,21.5,75,1,3.37,MZ,1721775383
465,zhezqazghan,47.7833,67.7667,24.41,48,33,0.91,KZ,1721775384
466,kaifeng,34.7911,114.3483,28.57,90,100,2.73,CN,1721775385
467,east london,-33.0153,27.9116,15.87,62,0,5.79,ZA,1721775321
468,olinda,-8.0089,-34.8553,25.85,65,20,6.69,BR,1721775387
469,crane,31.3974,-102.3501,31.65,28,3,4.05,US,1721775389
470,fort stockton,30.894,-102.8793,30.09,39,1,1.34,US,1721775390
471,albert lea,43.648,-93.3683,25.45,73,0,0.0,US,1721775391
472,tramandai,-29.9847,-50.1336,16.34,91,75,3.68,BR,1721775393
473,benito juarez,19.385,-99.165,21.58,56,100,2.68,MX,1721775394
474,laguna,38.421,-121.4238,43.84,17,0,4.63,US,1721775395
475,kulachi,31.9286,70.4592,37.58,38,18,4.22,PK,1721775396
476,okahao,-17.885,15.0667,16.8,17,1,3.44,NA,1721775397
477,vernon,50.2581,-119.2691,32.09,17,1,1.54,CA,1721775398
478,maragogi,-9.0122,-35.2225,23.34,69,12,4.84,BR,1721775194
479,dali,25.7,100.1833,18.5,95,100,1.89,CN,1721775400
480,mwanza,-2.5167,32.9,21.09,41,5,2.54,TZ,1721775401
481,berezovyy,51.6667,135.7,16.66,89,90,0.61,RU,1721775404
482,at taj,24.2049,23.2857,30.45,16,85,3.46,LY,1721775405
483,singarayakonda,15.25,80.0333,28.4,64,100,8.06,IN,1721775406
484,zhosaly,45.4878,64.0781,29.52,33,56,3.06,KZ,1721775407
485,upper hutt,-41.1383,175.0502,12.58,66,38,1.78,NZ,1721775408
486,muisne,0.6,-80.0333,24.06,81,93,3.85,EC,1721775409
487,keningau,5.3378,116.1602,22.96,98,100,0.39,MY,1721775410
488,popondetta,-8.7537,148.2534,28.37,68,91,0.11,PG,1721775411
489,sabang,5.8933,95.3214,28.99,79,100,9.42,ID,1721775412
490,urangan,-25.3,152.9,18.65,73,3,3.79,AU,1721775414
491,perth,-31.9333,115.8333,4.1,100,0,3.6,AU,1721775200
492,niamey,13.5137,2.1098,30.16,66,0,4.12,NE,1721775289
493,bouarfa,32.53,-1.95,31.24,13,38,2.66,MA,1721775417
494,san patricio,28.017,-97.5169,30.05,62,66,6.46,US,1721775418
495,oleiros,43.3333,-8.3167,19.87,88,0,1.54,ES,1721775419
496,puerto quijarro,-17.7833,-57.7667,24.47,30,0,0.58,BO,1721775420
497,alesund,62.4723,6.1549,12.41,87,50,2.57,NO,1721775421
498,copiapo,-27.3667,-70.3333,14.68,51,0,2.21,CL,1721775422
499,bubaque,11.2833,-15.8333,26.71,82,96,6.95,GW,1721775425
500,piacabucu,-10.4056,-36.4344,23.46,72,27,3.73,BR,1721775426
501,mbale,1.0821,34.175,18.26,89,100,1.7,UG,1721775427
502,murzuq,25.9155,13.9184,32.66,14,0,4.5,LY,1721775428
503,moranbah,-22.0016,148.0466,16.28,81,21,6.82,AU,1721775429
504,playa del ingles,27.7567,-15.5787,23.0,82,0,0.45,ES,1721775430
505,robbah,33.2797,6.9098,31.8,32,0,0.21,DZ,1721775432
506,victoria de durango,24.0333,-104.6667,24.49,59,67,4.76,MX,1721775433
507,adiake,5.2863,-3.304,23.08,93,39,2.44,CI,1721775435
508,dumbraveni,46.2333,24.5667,18.49,72,69,1.24,RO,1721775436
509,vangaindrano,-23.35,47.6,18.88,88,75,0.28,MG,1721775437
510,zaozersk,69.4005,32.4476,16.44,61,87,1.79,RU,1721775438
511,samut sakhon,13.5833,100.3,27.99,81,100,4.0,TH,1721775439
512,sola,-13.8833,167.55,26.51,78,66,9.27,VU,1721775440
513,ardesen,41.1911,40.9875,24.76,67,0,2.58,TR,1721775441
514,hun,29.1268,15.9477,28.9,52,0,3.33,LY,1721775442
515,ginir,7.1333,40.7,15.86,71,69,4.77,ET,1721775443
516,soe,-9.8607,124.284,16.47,82,99,1.51,ID,1721775444
517,ambon,-3.6954,128.1814,26.6,95,40,3.09,ID,1721775446
518,yuncheng,35.0231,110.9928,27.97,77,100,0.54,CN,1721775447
519,ascension,30.2169,-90.9001,27.0,94,0,0.0,US,1721775448
520,pamandzi,-12.7967,45.2794,23.88,73,0,3.6,YT,1721775449
521,campbell river,50.0163,-125.2446,21.74,56,75,4.12,CA,1721775450
522,tabarka,36.9544,8.758,25.36,73,40,6.69,TN,1721775451
523,roma,43.2128,-75.4557,25.4,80,100,0.45,US,1721775356
524,mount isa,-20.7333,139.5,13.87,44,21,0.0,AU,1721775453
525,magadan,59.5667,150.8,16.94,79,99,0.92,RU,1721775454
526,bonito,-21.1211,-56.4819,21.58,32,0,1.26,BR,1721775455
527,bossangoa,6.4926,17.4552,20.99,94,75,0.83,CF,1721775457
528,loch garman,52.3342,-6.4575,14.94,100,92,1.34,IE,1721775200
529,sittwe,20.15,92.9,27.49,87,90,7.23,MM,1721775459
530,qarqin,37.4185,66.0436,30.15,23,0,4.95,AF,1721775461
531,tazovsky,67.4667,78.7,7.68,68,95,6.68,RU,1721775462
532,piton saint-leu,-21.2196,55.3151,19.04,56,0,4.12,RE,1721775463
533,kismayo,-0.3582,42.5454,24.47,83,81,5.75,SO,1721775464
534,ca mau,9.1769,105.15,25.11,93,100,1.77,VN,1721775465
535,alofi,-19.0595,-169.9187,26.94,65,75,6.69,NU,1721775466
536,carbonear,47.7332,-53.2148,20.91,67,100,4.06,CA,1721775279
537,agat village,13.3886,144.6585,30.2,84,0,3.6,GU,1721775469
538,port shepstone,-30.7414,30.455,15.92,68,13,3.62,ZA,1721775470
539,le lavandou,43.137,6.366,28.61,57,0,1.83,FR,1721775471
540,nueva villa de padilla,24.0167,-98.7833,32.61,62,78,6.43,MX,1721775472
541,walvis bay,-22.9575,14.5053,10.05,78,28,4.3,NA,1721775473
542,castillos,-34.1667,-53.8333,14.31,98,57,2.27,UY,1721775474
543,alotau,-10.3069,150.4462,23.68,97,100,1.49,PG,1721775475
544,labytnangi,66.6572,66.4183,8.27,71,63,3.49,RU,1721775476
545,camana,-16.6228,-72.7111,15.54,88,41,5.13,PE,1721775477
546,kone,-21.0595,164.8658,19.15,85,100,1.17,NC,1721775479
547,thinadhoo,0.5333,72.9333,28.96,72,54,3.62,MV,1721775480
548,rumphi,-11.0186,33.8575,13.57,58,0,1.73,MW,1721775481
549,bhamo,24.2667,97.2333,24.11,99,100,0.15,MM,1721775482
550,as sulayyil,20.4607,45.5779,37.14,14,91,6.47,SA,1721775484
551,itigi,-5.7,34.4833,17.54,51,4,3.89,TZ,1721775485
552,akrehamn,59.2667,5.1833,15.14,72,4,10.29,NO,1721775486
553,tvoroyri,61.5556,-6.8111,11.52,85,54,6.42,FO,1721775487
554,mancio lima,-7.6142,-72.8958,32.04,51,20,1.54,BR,1721775488
555,ingeniero jacobacci,-41.3427,-69.5448,8.44,67,8,8.37,AR,1721775490
556,grootfontein,-19.5667,18.1167,14.87,23,0,0.9,NA,1721775491
557,mullovka,54.2,49.4,15.9,94,36,2.7,RU,1721775492
558,verkhotur'ye,58.8627,60.8054,11.09,95,100,3.27,RU,1721775493
559,wanning,18.8003,110.3967,26.11,88,100,2.72,CN,1721775494
560,al ghayzah,16.2079,52.176,26.29,85,99,3.5,YE,1721775495
561,bosobolo,4.1833,19.9,23.5,82,99,0.54,CD,1721775496
562,grantsville,40.5999,-112.4644,37.15,17,0,4.63,US,1721775497
563,wuchuan,21.4571,110.7659,27.04,86,100,1.69,CN,1721775498
564,wolin,53.8421,14.6147,17.22,90,100,3.97,PL,1721775501
565,villa gesell,-37.2639,-56.973,11.7,87,79,4.18,AR,1721775502
566,cill airne,52.05,-9.5167,13.39,94,100,1.78,IE,1721775503
567,ipora,-16.4419,-51.1178,22.29,32,0,1.25,BR,1721775504
568,valga,57.7778,26.0473,18.33,91,99,1.97,EE,1721775505
569,huanggang,23.677,116.9996,27.94,84,100,1.18,CN,1721775506
570,krishnagiri,12.5333,78.2333,22.61,73,100,7.26,IN,1721775508
571,karatuzskoye,53.6072,92.8667,15.06,95,87,1.04,RU,1721775509
572,la ronge,55.1001,-105.2842,23.14,46,40,6.69,CA,1721775511
573,sain alto,23.5833,-103.25,23.83,44,68,2.39,MX,1721775512
574,lere,10.387,8.5726,20.61,97,98,1.59,NG,1721775514
575,karamay,45.6004,84.8661,26.41,40,94,5.02,CN,1721775515
576,mounana,-1.4085,13.1586,23.67,73,66,1.17,GA,1721775516
577,ndioum,16.5129,-14.6471,30.94,74,99,3.18,SN,1721775517
578,nizhneangarsk,55.7833,109.55,15.38,83,97,1.86,RU,1721775518
579,doctor mora,21.1417,-100.3125,21.72,64,100,3.67,MX,1721775519
580,pundong,-7.9522,110.3486,22.98,90,71,1.59,ID,1721775520
581,lib,8.3122,167.3766,28.62,76,44,5.75,MH,1721775522
582,inderbor,48.55,51.7833,25.85,46,100,4.31,KZ,1721775523
583,mugia,43.1041,-9.2179,21.76,90,0,10.14,ES,1721775524
584,shetpe,44.1667,52.1167,26.45,37,1,3.12,KZ,1721775525
585,caconda,-13.7333,15.0667,15.18,17,0,1.9,AO,1721775526
586,belgrade,44.804,20.4651,22.96,82,45,1.8,RS,1721775045
587,kijang,35.2442,129.2139,23.85,87,78,3.56,KR,1721775528
588,peniche,39.3558,-9.3811,20.72,92,0,4.1,PT,1721775529
589,ta`u,-14.2336,-169.5144,26.89,67,87,8.76,AS,1721775530
590,san mariano,7.5,126.0,25.46,81,99,0.47,PH,1721775531
